Booking_ID,booking_status
INN09593,0.0
INN32723,1.0
INN25064,0.0
INN25451,1.0
INN16358,0.0
INN31235,0.0
INN30234,0.0
INN08364,1.0
INN25291,0.0
INN14285,0.0
INN33508,1.0
INN31027,1.0
INN22513,0.0
INN01427,1.0
INN25173,0.0
INN07410,1.0
INN08944,1.0
INN07450,0.0
INN23336,1.0
INN00429,1.0
INN09737,0.0
INN12081,0.0
INN27086,1.0
INN01913,1.0
INN05219,1.0
INN00726,0.0
INN20387,0.0
INN08691,1.0
INN28625,0.0
INN33466,1.0
INN04309,1.0
INN28105,1.0
INN25383,0.0
INN26142,1.0
INN32384,1.0
INN18556,1.0
INN02901,1.0
INN02030,1.0
INN29069,1.0
INN34358,1.0
INN22532,1.0
INN01428,1.0
INN23630,0.0
INN28975,1.0
INN15484,1.0
INN17992,1.0
INN27024,0.0
INN17475,0.0
INN06283,1.0
INN28067,1.0
INN09999,1.0
INN10649,1.0
INN28239,1.0
INN21378,1.0
INN25490,0.0
INN21472,1.0
INN30471,1.0
INN33507,0.0
INN26297,0.0
INN03057,1.0
INN26999,1.0
INN31615,1.0
INN12250,1.0
INN18579,1.0
INN25639,1.0
INN33957,1.0
INN03841,0.0
INN21145,1.0
INN11569,1.0
INN21762,1.0
INN18427,0.0
INN04141,1.0
INN01762,1.0
INN00097,1.0
INN24870,1.0
INN34008,0.0
INN33511,0.0
INN30618,0.0
INN34749,0.0
INN33193,0.0
INN25873,1.0
INN26663,0.0
INN21579,0.0
INN31014,0.0
INN02944,1.0
INN06915,1.0
INN11989,1.0
INN19058,0.0
INN05987,1.0
INN35018,1.0
INN35079,0.0
INN13596,1.0
INN33039,0.0
INN19855,0.0
INN22127,1.0
INN26548,0.0
INN16027,0.0
INN20533,1.0
INN07050,1.0
INN22715,1.0
INN26494,1.0
INN18435,0.0
INN13643,1.0
INN23491,1.0
INN15926,0.0
INN35698,1.0
INN21014,1.0
INN02983,1.0
INN13721,1.0
INN01454,1.0
INN24636,0.0
INN06966,0.0
INN35306,0.0
INN20882,0.0
INN07987,1.0
INN00145,0.0
INN18380,0.0
INN34025,0.0
INN21248,1.0
INN26468,0.0
INN08547,1.0
INN17682,1.0
INN08929,0.0
INN23874,0.0
INN21076,0.0
INN29400,1.0
INN00960,1.0
INN08249,1.0
INN24581,1.0
INN25235,0.0
INN35757,1.0
INN35577,0.0
INN02993,0.0
INN27420,1.0
INN14978,1.0
INN22762,0.0
INN09572,1.0
INN22462,0.0
INN02533,0.0
INN25943,1.0
INN12789,1.0
INN06316,0.0
INN28108,1.0
INN04306,0.0
INN36237,0.0
INN27675,0.0
INN00076,1.0
INN22139,1.0
INN04741,1.0
INN35923,1.0
INN01662,0.0
INN31249,1.0
INN23946,0.0
INN18405,1.0
INN13453,0.0
INN21212,1.0
INN30649,1.0
INN05116,0.0
INN26874,0.0
INN28050,0.0
INN27594,1.0
INN23752,1.0
INN20918,0.0
INN28613,1.0
INN35510,1.0
INN02112,1.0
INN01537,1.0
INN02358,1.0
INN14016,1.0
INN05227,0.0
INN09086,0.0
INN34978,1.0
INN08853,1.0
INN35860,0.0
INN02497,1.0
INN29432,1.0
INN05628,1.0
INN34779,1.0
INN12561,1.0
INN10497,0.0
INN08493,1.0
INN20388,1.0
INN28654,0.0
INN01708,0.0
INN35672,1.0
INN15833,1.0
INN33082,1.0
INN36063,1.0
INN20785,1.0
INN12054,0.0
INN26012,0.0
INN01497,1.0
INN14434,1.0
INN25310,1.0
INN31899,0.0
INN26696,1.0
INN22146,0.0
INN12580,1.0
INN22939,0.0
INN23537,0.0
INN16430,1.0
INN27703,1.0
INN09734,0.0
INN08441,1.0
INN24127,1.0
INN29469,1.0
INN02800,0.0
INN12234,1.0
INN28359,0.0
INN25866,1.0
INN16049,1.0
INN16502,0.0
INN22007,1.0
INN03663,0.0
INN10672,1.0
INN13105,1.0
INN03706,1.0
INN31228,1.0
INN16543,0.0
INN18124,0.0
INN30539,0.0
INN18195,1.0
INN18487,1.0
INN25081,1.0
INN00844,1.0
INN07666,1.0
INN18984,1.0
INN32087,1.0
INN23680,0.0
INN10647,0.0
INN35165,1.0
INN22401,1.0
INN15485,1.0
INN18567,1.0
INN33031,0.0
INN35516,0.0
INN31543,0.0
INN21090,0.0
INN24791,1.0
INN09285,1.0
INN33248,0.0
INN14116,0.0
INN24441,0.0
INN11766,1.0
INN35823,0.0
INN16042,1.0
INN32338,1.0
INN20496,0.0
INN34280,1.0
INN24242,1.0
INN04946,0.0
INN34486,1.0
INN21056,1.0
INN17985,1.0
INN01289,0.0
INN14496,0.0
INN04742,1.0
INN27547,0.0
INN22134,1.0
INN28198,1.0
INN20893,1.0
INN24869,1.0
INN27807,0.0
INN25027,0.0
INN13227,0.0
INN17129,1.0
INN33590,0.0
INN32244,1.0
INN11655,1.0
INN13824,1.0
INN15759,1.0
INN13131,0.0
INN06563,1.0
INN05374,0.0
INN12182,0.0
INN17838,1.0
INN34336,1.0
INN34780,1.0
INN23598,0.0
INN18181,1.0
INN12587,1.0
INN18886,1.0
INN00062,1.0
INN35615,1.0
INN21809,1.0
INN08224,1.0
INN09528,0.0
INN20474,0.0
INN28172,1.0
INN34703,1.0
INN24872,1.0
INN09939,1.0
INN13910,1.0
INN14857,1.0
INN06934,0.0
INN33502,0.0
INN00880,0.0
INN11263,1.0
INN21909,1.0
INN20959,1.0
INN31851,1.0
INN13723,0.0
INN00843,0.0
INN21987,0.0
INN21717,1.0
INN07577,1.0
INN15268,0.0
INN23080,1.0
INN20500,1.0
INN15396,1.0
INN16318,1.0
INN14160,1.0
INN22538,1.0
INN35673,1.0
INN29672,0.0
INN33224,0.0
INN20269,0.0
INN06189,1.0
INN05087,1.0
INN19899,1.0
INN03917,0.0
INN20497,1.0
INN21332,1.0
INN07496,0.0
INN00912,0.0
INN16676,1.0
INN11000,1.0
INN13316,0.0
INN23539,1.0
INN35760,0.0
INN35115,1.0
INN26569,0.0
INN32385,0.0
INN20213,1.0
INN31726,1.0
INN26567,1.0
INN20353,0.0
INN22808,1.0
INN02056,0.0
INN01671,0.0
INN01046,0.0
INN20265,0.0
INN17434,0.0
INN02343,1.0
INN29826,1.0
INN04450,0.0
INN01711,0.0
INN20713,0.0
INN01435,1.0
INN17093,0.0
INN19233,0.0
INN12794,1.0
INN24471,0.0
INN17551,0.0
INN22802,1.0
INN15469,0.0
INN13368,1.0
INN12224,0.0
INN36060,0.0
INN22145,0.0
INN20577,0.0
INN27018,1.0
INN32694,1.0
INN09578,1.0
INN33547,1.0
INN35524,1.0
INN25805,1.0
INN23211,1.0
INN20483,1.0
INN34924,0.0
INN13099,0.0
INN04642,1.0
INN30780,1.0
INN01333,1.0
INN16598,1.0
INN26576,0.0
INN05690,1.0
INN35745,1.0
INN11538,0.0
INN02542,1.0
INN07347,1.0
INN30283,0.0
INN26743,0.0
INN24253,1.0
INN03549,0.0
INN33709,1.0
INN03001,1.0
INN05153,1.0
INN32804,0.0
INN26046,1.0
INN09930,0.0
INN34498,1.0
INN13534,1.0
INN32788,0.0
INN10275,0.0
INN01589,1.0
INN13431,0.0
INN14682,0.0
INN30024,1.0
INN28220,0.0
INN03569,1.0
INN34317,0.0
INN36136,1.0
INN31449,1.0
INN26572,1.0
INN14979,0.0
INN16038,0.0
INN09724,1.0
INN14632,1.0
INN32902,0.0
INN33944,0.0
INN16473,0.0
INN12894,0.0
INN07871,1.0
INN26370,0.0
INN15429,1.0
INN29695,0.0
INN07730,1.0
INN20967,1.0
INN12167,1.0
INN14935,0.0
INN28393,1.0
INN32532,1.0
INN27721,0.0
INN01044,0.0
INN02214,1.0
INN14559,1.0
INN15861,1.0
INN13469,0.0
INN30703,1.0
INN14871,0.0
INN18238,1.0
INN02831,0.0
INN00005,1.0
INN27320,1.0
INN11686,0.0
INN11477,1.0
INN32675,0.0
INN12903,1.0
INN25043,1.0
INN12285,0.0
INN19037,1.0
INN03387,0.0
INN24586,1.0
INN00648,1.0
INN12755,1.0
INN06225,1.0
INN13565,1.0
INN10995,1.0
INN27411,0.0
INN06149,1.0
INN26862,0.0
INN32602,0.0
INN25687,0.0
INN03106,0.0
INN07271,1.0
INN03821,0.0
INN19091,1.0
INN21536,0.0
INN28612,1.0
INN26157,0.0
INN33086,1.0
INN26261,1.0
INN20034,1.0
INN09303,1.0
INN20572,0.0
INN29844,0.0
INN22132,1.0
INN30805,1.0
INN21744,1.0
INN25598,1.0
INN32885,1.0
INN17302,0.0
INN31635,1.0
INN17665,1.0
INN32095,1.0
INN14056,1.0
INN31957,1.0
INN28070,0.0
INN12833,1.0
INN28104,1.0
INN22110,0.0
INN35077,1.0
INN21817,1.0
INN23139,0.0
INN30986,1.0
INN34508,0.0
INN03579,0.0
INN22637,1.0
INN33947,1.0
INN10147,1.0
INN28106,0.0
INN29373,0.0
INN14919,1.0
INN09779,0.0
INN19411,0.0
INN10802,0.0
INN15189,0.0
INN09431,0.0
INN14783,0.0
INN02297,1.0
INN15057,0.0
INN17582,0.0
INN26551,1.0
INN01189,0.0
INN20730,0.0
INN34027,1.0
INN02465,1.0
INN13760,1.0
INN27410,1.0
INN19084,0.0
INN17606,0.0
INN06848,1.0
INN07823,1.0
INN29308,0.0
INN24674,0.0
INN11571,0.0
INN10124,1.0
INN04266,0.0
INN16580,1.0
INN35583,0.0
INN21209,1.0
INN25774,0.0
INN18026,0.0
INN22905,1.0
INN03161,0.0
INN36021,0.0
INN00609,0.0
INN07535,1.0
INN00929,1.0
INN11001,0.0
INN02278,0.0
INN01347,1.0
INN07647,1.0
INN06861,1.0
INN21031,1.0
INN12783,0.0
INN18964,0.0
INN20154,1.0
INN21860,1.0
INN14823,0.0
INN21659,1.0
INN11041,1.0
INN33890,1.0
INN05343,0.0
INN04422,0.0
INN10469,1.0
INN10091,1.0
INN11675,1.0
INN27159,0.0
INN28149,0.0
INN04856,1.0
INN19721,0.0
INN27345,1.0
INN07328,0.0
INN06165,1.0
INN32975,1.0
INN13868,0.0
INN06495,0.0
INN25591,1.0
INN03105,0.0
INN27764,1.0
INN33087,0.0
INN18680,1.0
INN22037,1.0
INN03350,1.0
INN01484,0.0
INN31062,1.0
INN03793,0.0
INN05741,0.0
INN07760,0.0
INN12597,1.0
INN14626,0.0
INN05534,1.0
INN31295,1.0
INN15666,0.0
INN01399,1.0
INN19121,1.0
INN08575,1.0
INN13888,0.0
INN16029,0.0
INN03915,0.0
INN01759,0.0
INN11190,1.0
INN30930,1.0
INN10633,0.0
INN11830,0.0
INN31859,0.0
INN08726,0.0
INN08356,1.0
INN15269,0.0
INN32713,1.0
INN21514,1.0
INN08286,1.0
INN01794,0.0
INN29226,1.0
INN06232,1.0
INN12910,1.0
INN03212,0.0
INN33806,0.0
INN04731,1.0
INN16249,0.0
INN21735,1.0
INN10889,0.0
INN15160,1.0
INN26360,1.0
INN28342,1.0
INN30011,0.0
INN08921,1.0
INN26772,1.0
INN07725,0.0
INN01417,0.0
INN34306,1.0
INN07095,1.0
INN33289,0.0
INN33717,1.0
INN09173,1.0
INN05461,1.0
INN13846,0.0
INN03634,0.0
INN18737,1.0
INN17282,1.0
INN23708,1.0
INN22796,0.0
INN28599,1.0
INN19033,0.0
INN33974,0.0
INN19392,1.0
INN25166,1.0
INN36149,0.0
INN27332,0.0
INN04161,0.0
INN18666,1.0
INN11794,1.0
INN30938,1.0
INN29569,1.0
INN01254,1.0
INN00312,0.0
INN27364,1.0
INN11779,1.0
INN31181,1.0
INN06435,0.0
INN24897,0.0
INN25382,0.0
INN32333,1.0
INN12540,1.0
INN13784,1.0
INN34042,1.0
INN14472,0.0
INN08980,1.0
INN07595,1.0
INN31229,1.0
INN30194,1.0
INN17572,1.0
INN22518,1.0
INN13915,0.0
INN27096,1.0
INN07500,1.0
INN21463,1.0
INN18862,1.0
INN06044,1.0
INN04153,1.0
INN14565,0.0
INN12084,0.0
INN06253,1.0
INN06525,1.0
INN20078,1.0
INN15413,1.0
INN26751,1.0
INN26664,1.0
INN29697,0.0
INN27787,1.0
INN35537,1.0
INN20271,0.0
INN15212,1.0
INN17708,1.0
INN17092,1.0
INN30049,1.0
INN23687,1.0
INN25208,1.0
INN11083,1.0
INN23578,1.0
INN21648,1.0
INN15354,1.0
INN20302,0.0
INN14687,1.0
INN01772,0.0
INN18645,1.0
INN16471,1.0
INN22503,1.0
INN06897,0.0
INN01488,0.0
INN00968,1.0
INN21604,0.0
INN09565,1.0
INN11809,1.0
INN12851,1.0
INN11752,1.0
INN22811,1.0
INN11828,0.0
INN25434,0.0
INN01830,1.0
INN32493,0.0
INN21528,1.0
INN27401,1.0
INN16663,1.0
INN31078,0.0
INN15794,1.0
INN09041,0.0
INN00014,0.0
INN00994,1.0
INN33300,1.0
INN23086,1.0
INN01053,1.0
INN25665,1.0
INN22213,0.0
INN04772,1.0
INN01292,1.0
INN01787,0.0
INN28443,0.0
INN20527,1.0
INN12201,0.0
INN11734,1.0
INN15896,1.0
INN06046,1.0
INN31727,1.0
INN10280,1.0
INN30182,0.0
INN07581,0.0
INN08526,1.0
INN17076,1.0
INN26619,1.0
INN33459,0.0
INN00711,1.0
INN10573,1.0
INN06530,1.0
INN24522,0.0
INN33391,1.0
INN30899,1.0
INN04904,1.0
INN11975,0.0
INN13244,1.0
INN15835,0.0
INN06536,1.0
INN28936,0.0
INN27895,1.0
INN13925,1.0
INN10414,1.0
INN08241,1.0
INN22131,1.0
INN08257,0.0
INN08179,0.0
INN30079,0.0
INN19609,1.0
INN04204,0.0
INN06182,0.0
INN05158,1.0
INN18868,1.0
INN32129,0.0
INN24929,1.0
INN20278,0.0
INN02309,1.0
INN27958,0.0
INN18482,1.0
INN09705,0.0
INN35408,0.0
INN25211,1.0
INN08867,1.0
INN07092,1.0
INN03129,1.0
INN23103,1.0
INN34453,1.0
INN17996,0.0
INN19550,1.0
INN32198,0.0
INN23331,0.0
INN11964,1.0
INN32429,0.0
INN06613,0.0
INN29369,1.0
INN33177,1.0
INN21451,0.0
INN24232,1.0
INN29257,1.0
INN33125,0.0
INN30008,1.0
INN01577,1.0
INN14804,0.0
INN19894,1.0
INN25826,0.0
INN20993,1.0
INN26481,0.0
INN06205,0.0
INN24839,1.0
INN19265,1.0
INN25357,0.0
INN32059,1.0
INN24449,1.0
INN06754,1.0
INN12661,1.0
INN30339,0.0
INN34182,0.0
INN28913,0.0
INN16675,0.0
INN30771,1.0
INN22569,0.0
INN17910,1.0
INN28805,0.0
INN19610,1.0
INN21380,0.0
INN07396,1.0
INN22330,1.0
INN04919,0.0
INN24343,1.0
INN09384,0.0
INN16384,0.0
INN34628,1.0
INN29233,0.0
INN33456,0.0
INN27047,0.0
INN29459,1.0
INN09050,1.0
INN05190,1.0
INN27189,0.0
INN05326,0.0
INN11283,1.0
INN15781,1.0
INN22683,0.0
INN18205,0.0
INN20681,1.0
INN25047,1.0
INN23218,1.0
INN31436,1.0
INN23857,0.0
INN27337,0.0
INN22461,0.0
INN30544,0.0
INN20508,1.0
INN32547,0.0
INN12369,1.0
INN16786,1.0
INN28394,1.0
INN33558,1.0
INN17441,0.0
INN15467,0.0
INN21487,1.0
INN00201,0.0
INN05125,1.0
INN30297,1.0
INN35669,1.0
INN19689,1.0
INN17522,0.0
INN36190,1.0
INN00397,1.0
INN29780,1.0
INN13174,0.0
INN22510,1.0
INN13530,0.0
INN29445,1.0
INN25576,0.0
INN20569,0.0
INN18506,1.0
INN13303,1.0
INN07801,0.0
INN13313,1.0
INN28086,1.0
INN35033,0.0
INN13794,0.0
INN04640,0.0
INN09038,0.0
INN02446,1.0
INN09799,1.0
INN02744,1.0
INN34846,1.0
INN20175,0.0
INN30620,0.0
INN13706,0.0
INN00370,1.0
INN19826,0.0
INN31429,0.0
INN14281,1.0
INN15321,1.0
INN20356,0.0
INN11223,1.0
INN28350,1.0
INN36076,0.0
INN10748,1.0
INN19671,1.0
INN04293,0.0
INN36045,1.0
INN18866,0.0
INN18419,1.0
INN33617,0.0
INN14805,0.0
INN33916,0.0
INN29752,1.0
INN01576,0.0
INN31272,1.0
INN15986,0.0
INN22353,0.0
INN20745,1.0
INN10960,0.0
INN25148,0.0
INN00897,0.0
INN18235,1.0
INN12366,1.0
INN23551,0.0
INN35039,1.0
INN22231,0.0
INN13798,1.0
INN00698,0.0
INN13340,0.0
INN11181,0.0
INN31128,1.0
INN32795,1.0
INN25780,1.0
INN19228,1.0
INN26489,1.0
INN03101,1.0
INN29307,1.0
INN31317,0.0
INN32501,1.0
INN01349,1.0
INN30360,1.0
INN31053,1.0
INN19833,1.0
INN11715,0.0
INN31307,0.0
INN34080,1.0
INN25076,1.0
INN27754,1.0
INN28222,1.0
INN05771,1.0
INN12086,1.0
INN11855,0.0
INN18153,0.0
INN22559,1.0
INN03733,1.0
INN29881,1.0
INN36151,1.0
INN30887,1.0
INN35274,1.0
INN30693,0.0
INN19647,1.0
INN29723,1.0
INN25329,1.0
INN34566,1.0
INN31178,0.0
INN08569,1.0
INN03699,1.0
INN02593,1.0
INN28954,1.0
INN35980,0.0
INN26914,1.0
INN06096,1.0
INN00481,1.0
INN28207,1.0
INN14447,1.0
INN02858,0.0
INN13239,0.0
INN34502,0.0
INN20205,0.0
INN08841,0.0
INN15273,1.0
INN12860,1.0
INN30041,0.0
INN33654,1.0
INN02044,1.0
INN28276,0.0
INN35826,1.0
INN03287,0.0
INN03827,1.0
INN05027,1.0
INN06748,0.0
INN07776,0.0
INN32164,0.0
INN08478,1.0
INN08613,0.0
INN28548,1.0
INN02956,0.0
INN29839,1.0
INN31989,1.0
INN14178,1.0
INN17914,0.0
INN32650,0.0
INN07110,1.0
INN06269,0.0
INN06866,0.0
INN16182,0.0
INN14911,0.0
INN03804,1.0
INN26544,0.0
INN07242,1.0
INN01808,1.0
INN13625,1.0
INN31355,1.0
INN02208,1.0
INN16046,0.0
INN09898,0.0
INN06907,1.0
INN06664,1.0
INN01279,0.0
INN17056,1.0
INN05293,1.0
INN27348,0.0
INN09745,1.0
INN01877,1.0
INN06880,1.0
INN17939,1.0
INN16097,0.0
INN11473,0.0
INN25909,1.0
INN08038,0.0
INN10824,0.0
INN11770,0.0
INN03064,0.0
INN11036,1.0
INN22993,1.0
INN35598,1.0
INN33101,1.0
INN23160,1.0
INN26122,1.0
INN26209,1.0
INN36260,0.0
INN31561,1.0
INN06419,0.0
INN01271,0.0
INN34294,1.0
INN26646,1.0
INN01091,1.0
INN15903,0.0
INN18471,0.0
INN14119,1.0
INN01865,0.0
INN27934,1.0
INN05750,0.0
INN19115,1.0
INN05733,1.0
INN24293,1.0
INN09117,1.0
INN36212,0.0
INN19608,0.0
INN06015,0.0
INN17437,1.0
INN03068,0.0
INN14219,1.0
INN30069,1.0
INN00087,1.0
INN18876,1.0
INN18998,1.0
INN05611,1.0
INN03726,1.0
INN28970,0.0
INN05706,1.0
INN07546,1.0
INN29366,1.0
INN35250,1.0
INN22606,1.0
INN02880,0.0
INN03452,0.0
INN08815,1.0
INN04220,0.0
INN13149,0.0
INN25804,0.0
INN07213,0.0
INN31443,0.0
INN00280,1.0
INN25871,1.0
INN22812,0.0
INN07306,1.0
INN30960,1.0
INN21965,1.0
INN03357,1.0
INN29731,1.0
INN04449,0.0
INN08022,1.0
INN30254,1.0
INN06207,1.0
INN01733,0.0
INN35954,1.0
INN34967,0.0
INN02981,1.0
INN27793,0.0
INN21486,1.0
INN24888,1.0
INN15482,1.0
INN02305,1.0
INN20805,0.0
INN22183,0.0
INN25101,1.0
INN32028,1.0
INN35222,1.0
INN12670,0.0
INN16939,0.0
INN16187,1.0
INN03220,1.0
INN16918,1.0
INN00619,0.0
INN26665,0.0
INN32778,1.0
INN21441,0.0
INN03654,1.0
INN09862,1.0
INN20968,1.0
INN07758,1.0
INN08275,0.0
INN34899,1.0
INN00252,0.0
INN03194,0.0
INN25634,0.0
INN12378,1.0
INN03777,0.0
INN35293,1.0
INN11509,0.0
INN15686,0.0
INN18460,0.0
INN04083,0.0
INN12189,1.0
INN04470,0.0
INN02953,1.0
INN26233,0.0
INN28565,1.0
INN34192,0.0
INN03781,1.0
INN09193,0.0
INN29001,0.0
INN21983,0.0
INN22129,0.0
INN23319,1.0
INN23497,1.0
INN01228,0.0
INN32590,0.0
INN06627,1.0
INN18465,1.0
INN35129,0.0
INN31825,1.0
INN00735,0.0
INN06420,1.0
INN16090,1.0
INN09332,0.0
INN04572,0.0
INN16275,1.0
INN21229,0.0
INN08591,0.0
INN10595,1.0
INN35670,1.0
INN23451,1.0
INN03620,1.0
INN36055,0.0
INN19280,1.0
INN03054,1.0
INN23209,1.0
INN23766,0.0
INN32992,1.0
INN35468,1.0
INN00832,1.0
INN15193,1.0
INN35401,1.0
INN29297,0.0
INN16368,1.0
INN26324,0.0
INN28323,1.0
INN10360,0.0
INN14077,1.0
INN11496,1.0
INN36177,1.0
INN23694,1.0
INN09153,0.0
INN21356,1.0
INN06395,0.0
INN05012,1.0
INN28990,1.0
INN12904,0.0
INN31486,1.0
INN26345,1.0
INN20550,0.0
INN02868,1.0
INN33741,1.0
INN06947,0.0
INN23620,1.0
INN22460,1.0
INN12601,1.0
INN08238,0.0
INN35839,1.0
INN28392,0.0
INN19730,0.0
INN01183,0.0
INN27699,1.0
INN20538,1.0
INN00218,0.0
INN30316,1.0
INN18017,1.0
INN02035,1.0
INN06736,1.0
INN11294,0.0
INN28660,1.0
INN25900,1.0
INN02238,1.0
INN15287,0.0
INN25654,0.0
INN30602,1.0
INN11646,0.0
INN00944,0.0
INN22063,1.0
INN03426,1.0
INN30800,0.0
INN28202,1.0
INN33606,1.0
INN17637,1.0
INN29879,0.0
INN25263,0.0
INN19843,1.0
INN28963,1.0
INN32869,1.0
INN08148,1.0
INN05663,0.0
INN24538,0.0
INN07561,1.0
INN08147,1.0
INN27518,0.0
INN34572,0.0
INN30629,1.0
INN27860,0.0
INN19380,0.0
INN35840,1.0
INN14161,0.0
INN01797,0.0
INN11547,1.0
INN01617,1.0
INN08518,1.0
INN08221,0.0
INN25723,1.0
INN13333,1.0
INN04811,0.0
INN22770,1.0
INN25656,1.0
INN15169,0.0
INN08556,1.0
INN08505,1.0
INN08294,1.0
INN22013,1.0
INN34888,0.0
INN20297,1.0
INN12053,0.0
INN17984,0.0
INN23405,0.0
INN14302,0.0
INN31286,1.0
INN31745,0.0
INN33014,1.0
INN29558,0.0
INN02134,0.0
INN19768,0.0
INN21503,0.0
INN22662,1.0
INN13374,1.0
INN22056,1.0
INN20443,1.0
INN11276,0.0
INN13951,0.0
INN04852,0.0
INN29466,1.0
INN09352,0.0
INN22088,1.0
INN01403,1.0
INN06294,0.0
INN32512,0.0
INN18553,1.0
INN28265,1.0
INN20169,1.0
INN29680,1.0
INN21297,0.0
INN35889,1.0
INN33011,0.0
INN15538,1.0
INN18137,0.0
INN34302,0.0
INN25575,1.0
INN13828,0.0
INN17842,1.0
INN10994,0.0
INN04456,1.0
INN33170,0.0
INN10727,1.0
INN21876,1.0
INN31035,1.0
INN27280,1.0
INN36112,1.0
INN10985,0.0
INN15135,1.0
INN19975,1.0
INN01838,0.0
INN27338,0.0
INN10071,1.0
INN20524,1.0
INN29843,1.0
INN10370,0.0
INN06757,0.0
INN10425,0.0
INN13790,1.0
INN22002,1.0
INN07887,1.0
INN33054,1.0
INN23503,0.0
INN23102,0.0
INN35800,1.0
INN18407,1.0
INN04914,1.0
INN04035,1.0
INN09903,1.0
INN35145,1.0
INN13115,1.0
INN34044,1.0
INN32678,1.0
INN03243,1.0
INN29283,0.0
INN30124,1.0
INN21350,0.0
INN35395,0.0
INN24495,1.0
INN31683,1.0
INN03590,1.0
INN04986,1.0
INN21194,0.0
INN03379,1.0
INN21636,1.0
INN16805,1.0
INN30078,0.0
INN14898,1.0
